max_price,min_price,price,read_time,ticker_code,volume
"85,400","83,000","85,200",Thu Feb 25 15:09:21 2021,005930,"31,950,518"
max_price,min_price,price,read_time,ticker_code,volume
"85,400","83,000","85,200",Thu Feb 25 15:14:46 2021,005930,"31,950,518"
max_price,min_price,price,read_time,ticker_code,volume
"85,400","83,000","85,200",Thu Feb 25 15:15:58 2021,005930,"31,950,518"
